Dataset,Mixture Label,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42
Bushdid,32,C=CCCCCCCCCC(=O)O,O=C(O)Cc1ccccc1,CCC(C)S,CCCCCC(=O)OCC,CSC,CCCSCCC,COC(=O)c1ccccc1O,Cc1ccc(C(C)C)c(O)c1,CC(C)=CCC[C@H](C)CCO,CCCC(=O)SC,C#Cc1ccccc1,c1ccc(Oc2ccccc2)cc1,CCCCCCC=O,CCCCNCCCC,CC(=O)OCCC(C)C,CCCCCCCC(C)O,CC(C)=CCC/C(C)=C/CO,CC(CC=O)CCCC(C)(C)O,CCCC=O,CCCCCCCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,33,CC(C)=CCC/C(C)=C/CO,CCCCCCCC(=O)OC,O=C/C=C/c1ccccc1,CCCCCOC(=O)CCC,C=CC(O)CCCCC,Cc1ccccc1C=O,CCC(C)S,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(C)C(=O)O,CCCCCCO,CCCS,CN(C)C,CCCCC(=O)OCC,CC(C)CC=O,CCc1ccc(O)c(OC)c1,CCCC(C)O,c1ccsc1,COC(=O)c1ccccc1,CCCC(=O)OC,CCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,34,CC(C)=CCC/C(C)=C/CO,CCCCCCCC(=O)OC,O=C/C=C/c1ccccc1,CCCCCOC(=O)CCC,C=CC(O)CCCCC,Cc1ccccc1C=O,CCC(C)S,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(C)C(=O)O,CCCCCCO,CCCS,CN(C)C,CCCCC(=O)OCC,CC(C)CC=O,CCc1ccc(O)c(OC)c1,CCCC(=O)O,CCCCOC(C)=O,CCCCCCCCCCC=O,CCCCCC(=O)OCC,COC(OC)C(C)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,35,CCCCCCCCCC(=O)OCC,CCC/C=C/C=O,CC(CC=O)CCCC(C)(C)O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCO,C=C(C)[C@H]1CC=C(C)CC1,CCCC(=O)OCC,COC(=O)c1ccccc1,CCOC(=O)CCC(=O)OCC,CCCCCC(=O)O,CCCCCOC(=O)CCCC,CCCCCCCC1CCC(=O)O1,Cc1ccc(O)cc1,CCCCCCCCCC(=O)O,CC(=O)c1ccccc1,COc1ccc(C)cc1,C#Cc1ccccc1,CC(=O)c1ccccn1,CCCCCC(C)O,CC1CCC(=O)O1,CCCS,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCc1ccc(O)c(OC)c1,COC(=O)c1ccccc1N,C=CCCC(=O)O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC(C)C=O,c1ccsc1,CCCC(=O)CC,CCCC(C)O,,,,,,,,,,,,,
Bushdid,36,CCCCCCCCCC(=O)OCC,CCC/C=C/C=O,CC(CC=O)CCCC(C)(C)O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCO,C=C(C)[C@H]1CC=C(C)CC1,CCCC(=O)OCC,COC(=O)c1ccccc1,CCOC(=O)CCC(=O)OCC,CCCCCC(=O)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)OCC,CC(=O)OCCc1ccccc1,CCCCC/C=C/C=C/C=O,c1ccc(Oc2ccccc2)cc1,CCCCOC(C)=O,COC(=O)c1ccccc1O,COc1ccccc1O,CC(C)=CCCC(C)C=O,CC(=O)O,CCCCCCCCC(C)=O,CC(=O)C(=O)O,CCCC(=O)OC,CCCC(=O)SC,Cc1nccnc1C,CC(C)CCOC(=O)Cc1ccccc1,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCC(=O)OCC,CC1=CCC2CC1C2(C)C,CCCC=O,,,,,,,,,,,,,
Bushdid,37,Cc1ccc(C(C)C)cc1,COc1ccc(C=O)cc1,CCCCCOC(C)=O,CCc1ccc(O)c(OC)c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(=O)OCCC(C)C,Cc1ccc2ncccc2c1,CCCCNCCCC,Cc1cc(O)c(C(C)C)cc1Cl,CCc1cnccn1,CCCCC(=O)O,COC(=O)c1ccccc1N,c1ccc(Oc2ccccc2)cc1,CCOC=O,CCCCSCCCC,CSSSC,CCOC(=O)C(C)O,Cc1ccc(O)cc1,CCCCCCCC(=O)OC,CC1=CC[C@@H](C(C)(C)O)CC1,CSC,C=CC(O)CC,Cc1ccc(OC(=O)C(C)C)cc1,OC1CCCCC1,CCCCCOC(=O)CCCC,CCCCCCCC(=O)OCC,SCc1ccco1,COc1ccccc1,Cc1nccnc1C,CC(C)CCOC(=O)Cc1ccccc1,,,,,,,,,,,,,
Bushdid,38,Cc1ccc(C(C)C)cc1,COc1ccc(C=O)cc1,CCCCCOC(C)=O,CCc1ccc(O)c(OC)c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(=O)OCCC(C)C,Cc1ccc2ncccc2c1,CCCCNCCCC,Cc1cc(O)c(C(C)C)cc1Cl,CCc1cnccn1,CCCCC(=O)O,COC(=O)c1ccccc1N,c1ccc(Oc2ccccc2)cc1,CCOC=O,CCCCSCCCC,CSSSC,CCOC(=O)C(C)O,Cc1ccc(O)cc1,CCCCCCCC(=O)OC,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCCCC=O,COC(=O)c1ccccc1O,CSCSC,CC(=O)Oc1ccc(C)cc1,CC(=O)C(=O)O,O=C/C=C/c1ccccc1,CC1=CCC2CC1C2(C)C,CC(C)C(=O)O,CC(C)CC(=O)O,CC=O,,,,,,,,,,,,,
Bushdid,39,CCCCCCCCCCC=O,CC(C)c1ccc(C=O)cc1,CCc1cnccn1,Cc1nccnc1C,CCCCCCOC(=O)CCCCC,CCCCCC=O,CCCC(O)CC,CCCCCC1CCC(=O)O1,CC=O,CC(=O)Oc1ccc(C)cc1,CCCCCOC(=O)CCCC,CC(C)=CCCC(C)C=O,CC(C)=CCC[C@H](C)CCO,Cc1ccc2ncccc2c1,CC(=O)C(=O)O,CCCCC(=O)OCC,CCC(C)S,CCCS,COc1ccc(C=O)cc1,O=C/C=C/c1ccccc1,CC(=O)c1ccccc1,CC(C)(O)CCc1ccccc1,CC(=O)C(C)O,CC(C)C=O,CC(C)C(=O)O,CCC(=O)OC,CCCCSCCCC,CSCSC,CCOC(=O)CCC(=O)OCC,CCCCOC(C)=O,,,,,,,,,,,,,
Bushdid,40,CCCCCCCCCCC=O,CC(C)c1ccc(C=O)cc1,CCc1cnccn1,Cc1nccnc1C,CCCCCCOC(=O)CCCCC,CCCCCC=O,CCCC(O)CC,CCCCCC1CCC(=O)O1,CC=O,CC(=O)Oc1ccc(C)cc1,CCCCCOC(=O)CCCC,CC(C)=CCCC(C)C=O,CC(C)=CCC[C@H](C)CCO,Cc1ccc2ncccc2c1,CC(=O)C(=O)O,CCCCC(=O)OCC,CCC(C)S,CCCS,COc1ccc(C=O)cc1,O=C/C=C/c1ccccc1,O=Cc1ccccc1,c1ccc2[nH]ccc2c1,CCOC(=O)CC,C=CCc1ccc(O)c(OC)c1,COc1ccc(C)cc1,CCCCCC(=O)OCC,CCCCCCCCCC(=O)O,CCCCCOC(=O)CCC,Cc1c[nH]c2ccccc12,c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,
Bushdid,41,Cc1ccc2ncccc2c1,CCCCCCCC1CCC(=O)O1,Cc1ccccc1C=O,CCCCCC1CCC(=O)O1,C1CCSC1,CC1CCC(=O)O1,CC(C)CC=O,CCOC(=O)CC,CCCCCCCC(=O)OC,CCOC(=O)C1OC1(C)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,42,Cc1ccc2ncccc2c1,CCCCCCCC1CCC(=O)O1,Cc1ccccc1C=O,CCCCCC1CCC(=O)O1,C1CCSC1,CC1CCC(=O)O1,CC(=O)C(C)O,C=CCc1ccc(O)c(OC)c1,CCCC(C)O,CCc1cnccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,43,CCOC(=O)C(C)O,Cc1ccc(O)cc1,O=C(O)Cc1ccccc1,COc1ccc(C=O)cc1,Cc1ccccc1C=O,COc1ccccc1,OCCc1ccccc1,CC(C)c1ccc(C=O)cc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CC1=CCC2CC1C2(C)C,CC(C)=O,CCCCCCC=O,c1ccc(Oc2ccccc2)cc1,C#Cc1ccccc1,CCCCC(=O)OCC,Cc1c[nH]c2ccccc12,CCCCC/C=C/C=C/C=O,CCCC(=O)OCC,CCCCCCCC(C)O,CCCC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,44,CCOC(=O)C(C)O,Cc1ccc(O)cc1,O=C(O)Cc1ccccc1,COc1ccc(C=O)cc1,Cc1ccccc1C=O,CC(=O)C(=O)O,C=C[C@](C)(O)CCC=C(C)C,CCCCCOC(C)=O,COC(=O)c1ccccc1,CC(C)CCOC(=O)Cc1ccccc1,CCCS,CCCCCCCCCOC(C)=O,CC1=CC[C@@H](C(C)(C)O)CC1,CSC,CCCCCCCCCC(=O)OCC,COC(=O)c1ccccc1N,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCC=O,CC(=O)C(C)O,CCOC(=O)C1OC1(C)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,45,COC(=O)c1ccccc1O,CCCCCCCC(=O)OCC,CC(C)C(=O)O,CCCCNCCCC,CCCCCCCC1CCC(=O)O1,CCCCCC(C)O,C=C1CC[C@H]2C[C@@H]1C2(C)C,C=CCc1ccc(O)c(OC)c1,CCc1cnccn1,Cc1c[nH]c2ccccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,46,COC(=O)c1ccccc1O,CCCCCCCC(=O)OCC,CC(C)C(=O)O,CCCCNCCCC,CCCCCCCC1CCC(=O)O1,CCCCCC(C)O,CC(C)=O,CCC(=O)OC,CCCC(C)O,CCCCCCCCCOC(C)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,47,CCCCCCC=O,OC1CCCCC1,COc1ccc(C)cc1,CCCCCCO,CC(C)O,COC(OC)C(C)c1ccccc1,CCOC=O,CCCCCC(C)O,CSSC,CC(O)C(=O)O,CCCCCC(=O)OCC,C=CC(O)CC,CC(C)c1ccc(C=O)cc1,CC(C)CCOC(=O)Cc1ccccc1,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCCCC=O,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCOC(=O)CCCCC,CCC(=O)OC,CC1=CCC(C(C)C)C=C1,CC(=O)O,CCc1cnccn1,CCCC(O)CC,CCOC(=O)CC,CCCCC(=O)O,Cc1nccnc1C,CC(=O)OCCC(C)C,COC(=O)c1ccccc1,CCCCCCCCCOC(C)=O,CC1=CCC2CC1C2(C)C,,,,,,,,,,,,,
Bushdid,48,CCCCCCC=O,OC1CCCCC1,COc1ccc(C)cc1,CCCCCCO,CC(C)O,COC(OC)C(C)c1ccccc1,CCOC=O,CCCCCC(C)O,CSSC,CC(O)C(=O)O,CCCCCC(=O)OCC,C=CC(O)CC,CC(C)c1ccc(C=O)cc1,CC(C)CCOC(=O)Cc1ccccc1,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCCCC=O,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCOC(=O)CCCCC,CCC(=O)OC,CC1=CCC(C(C)C)C=C1,CC(=O)C(C)O,CCCCC/C=C/C=C/C=O,CC/C=C1\OC(=O)c2ccccc21,CC(C)C(=O)O,c1ccsc1,OCCc1ccccc1,CCCO,O=C/C=C/c1ccccc1,CCCS,c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,
Bushdid,49,C#Cc1ccccc1,CC1=CC[C@@H](C(C)(C)O)CC1,CC(C)(O)CCc1ccccc1,COc1ccc(C)cc1,CCCCCCCC1CCC(=O)O1,CCCCCCCC(=O)OCC,CC(C)CC=O,Cc1ccc(C(C)C)c(O)c1,CCCCCOC(C)=O,Cc1ccc(OC(=O)C(C)C)cc1,COC(=O)c1ccccc1,CCCC(O)CC,CCOC(=O)CCC(=O)OCC,CCCC(C)O,CCCCCOC(=O)CCC,c1ccc(Oc2ccccc2)cc1,C=C(C)[C@H]1CC=C(C)CC1,CC(C)O,CCCCCCCC=O,CCCS,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,50,C#Cc1ccccc1,CC1=CC[C@@H](C(C)(C)O)CC1,CC(C)(O)CCc1ccccc1,COc1ccc(C)cc1,CCCCCCCC1CCC(=O)O1,CCCCCCCC(=O)OCC,CC(C)CC=O,Cc1ccc(C(C)C)c(O)c1,CCCCCOC(C)=O,Cc1ccc(OC(=O)C(C)C)cc1,COC(=O)c1ccccc1,CCCC(O)CC,CCOC(=O)CCC(=O)OCC,CCCC(C)O,CCCCCOC(=O)CCC,Cc1ccc(O)cc1,Cc1ccc2ncccc2c1,CC(C)C=O,CCCCCC(C)=O,CCCCCCCC(=O)OC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,51,c1ccsc1,CC(=O)C=C(C)C,CCCC=O,COC(=O)c1ccccc1N,C=CC(O)CC,CCCCCC=O,C=CCc1ccc(O)c(OC)c1,CC(CC=O)CCCC(C)(C)O,CC(C)=CCC[C@H](C)CCO,CCCCCOC(=O)CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,52,c1ccsc1,CC(=O)C=C(C)C,CCCC=O,CCCCCCCCC(C)=O,CN(C)C,CCCC(C)O,CCOC(=O)C(C)O,C=CCCCCCCCCC(=O)O,COC(OC)C(C)c1ccccc1,CC(=O)C(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,53,CCCC(=O)SC,COC(OC)C(C)c1ccccc1,CCCS,CCCCCC(C)=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCCCC=O,CC(C)CCOC(=O)Cc1ccccc1,CC(C)O,CCCCCCCC(C)O,CCCC=O,CCCCCCCC1CCC(=O)O1,C=C[C@](C)(O)CCC=C(C)C,CSSSC,CCc1ccc(O)c(OC)c1,COC(=O)c1ccccc1O,COC(=O)c1ccccc1N,CN(C)C,CC(=O)Oc1ccc(C)cc1,CC(C)C=O,O=C/C=C/c1ccccc1,CCOC(=O)c1ccccc1,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OCC,c1ccc(Oc2ccccc2)cc1,c1ccsc1,Cc1c[nH]c2ccccc12,CCCCCOC(=O)CCCC,C=CCCC(=O)O,O=C(O)Cc1ccccc1,CC1=CCC2CC1C2(C)C,,,,,,,,,,,,,
Bushdid,54,Cc1ccccc1,Cc1ccc(OC(=O)C(C)C)cc1,CSCSC,CCCCC/C=C/C=C/C=O,CC(=O)O,CC(=O)C=C(C)C,CC=O,CCCCCCCC(=O)OC,CCCCCCCCCOC(C)=O,CC(C)=CCCC(C)C=O,CC/C=C1\OC(=O)c2ccccc21,C=C(C)[C@H]1CC=C(C)CC1,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC(=O)OCCc1ccccc1,CCOC(=O)CC,CC1=CC(=O)CC(C)(C)C1,CC(O)C(=O)O,CC(C)=CCC/C(C)=C/CO,CCCCCCOC(=O)CCCCC,CC(C)=CCC[C@H](C)CCO,CCCC(=O)OC,C=CC(O)CC,CCCCCC(C)O,C1CCSC1,Cc1ccc(C(C)C)c(O)c1,CCCCC(=O)OCC,CC1CCC(=O)O1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCC(=O)OCC,CCC(=O)OC,,,,,,,,,,,,,
Bushdid,55,CC(=O)O,C=CCCCCCCCCC(=O)O,CCCCCCCCCC(=O)OCC,Cc1ccccc1C=O,COC(=O)c1ccccc1N,c1ccsc1,Cc1ccc2ncccc2c1,CCCCCC1CCC(=O)O1,CC(=O)C(=O)O,CC12CCC(CC1)C(C)(C)O2,C=CCCC(=O)O,CSC,COc1ccc(C)cc1,CC1CCC(=O)O1,CCCO,CCCCCOC(=O)CCCC,CC1=CCC2CC1C2(C)C,CCCCCCCCCCC=O,CCCCCCO,CCCCCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,56,CC(=O)O,C=CCCCCCCCCC(=O)O,CCCCCCCCCC(=O)OCC,Cc1ccccc1C=O,COC(=O)c1ccccc1N,c1ccsc1,Cc1ccc2ncccc2c1,CCCCCC1CCC(=O)O1,CC(=O)C(=O)O,CC12CCC(CC1)C(C)(C)O2,CCCCNCCCC,COC(=O)c1ccccc1,C#Cc1ccccc1,CCOC(=O)c1ccccc1,CC(C)C=O,CCCCCCCC(=O)OCC,COc1ccccc1O,CC(C)c1ccc(C=O)cc1,CC(=O)c1ccccc1,CCCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,57,CC(C)=CCCC(C)C=O,COc1ccc(C=O)cc1,CCCC(=O)CC,CC(=O)C(C)O,Cc1ccc(C(C)C)cc1,CCCCC/C=C/C=C/C=O,CC(=O)O,CCCCCCCCCC(=O)OCC,CCCCCC(=O)O,CC(C)C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,58,CC(C)=CCCC(C)C=O,COc1ccc(C=O)cc1,CCCC(=O)CC,CCOC=O,COC(OC)C(C)c1ccccc1,CCCC(C)O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC(C)(O)CCc1ccccc1,O=C/C=C/c1ccccc1,CC1=CCC(C(C)C)C=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,59,CCCCCCCC(=O)OC,CCCCCC1CCC(=O)O1,CC(C)C=O,CCCCCCCC=O,C=CCc1ccc(O)c(OC)c1,CC(O)C(=O)O,CSSC,CCCCCCCCCC(=O)O,Cc1ccccc1C=O,CCCCC/C=C/C=C/C=O,CC1=CCC2CC1C2(C)C,CCCCCC=O,C=CC(O)CC,CCc1ccc(O)c(OC)c1,c1ccc(Oc2ccccc2)cc1,Cc1ccc(OC(=O)C(C)C)cc1,CC(C)O,CCCCCCCC1CCC(=O)O1,O=C(O)Cc1ccccc1,CC(C)=CCCC(C)C=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,60,CCCCCCCC(=O)OC,CCCCCC1CCC(=O)O1,CC(C)C=O,CCCCCCCC=O,C=CCc1ccc(O)c(OC)c1,CC(O)C(=O)O,CSSC,CCCCCCCCCC(=O)O,Cc1ccccc1C=O,CCCCC/C=C/C=C/C=O,CC1=CCC2CC1C2(C)C,CCCCCC=O,C=CC(O)CC,CCc1ccc(O)c(OC)c1,c1ccc(Oc2ccccc2)cc1,Cc1ccc(OC(=O)C(C)C)cc1,CC(C)O,CCCCCCCC1CCC(=O)O1,O=C(O)Cc1ccccc1,c1ccsc1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,61,CCCC(C)O,CC(C)=CCC/C(C)=C/CO,COC(OC)C(C)c1ccccc1,O=C/C=C/c1ccccc1,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC(=O)C=C(C)C,CCCCCC=O,CC(=O)OCCc1ccccc1,Cc1ccc(O)cc1,C=CC(O)CCCCC,Cc1c[nH]c2ccccc12,CC(C)C=O,CC(C)CCOC(=O)Cc1ccccc1,CC(C)CC=O,c1ccsc1,CC/C=C1\OC(=O)c2ccccc21,CSC,CC(=O)c1ccccn1,CCCCCC(=O)O,CCCCCOC(C)=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,62,CCCC(C)O,CC(C)=CCC/C(C)=C/CO,COC(OC)C(C)c1ccccc1,O=C/C=C/c1ccccc1,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC(=O)C=C(C)C,CCCCCC=O,CC(=O)OCCc1ccccc1,Cc1ccc(O)cc1,C=CC(O)CCCCC,Cc1c[nH]c2ccccc12,CC(C)C=O,CC(C)CCOC(=O)Cc1ccccc1,CC(C)CC=O,c1ccsc1,CC/C=C1\OC(=O)c2ccccc21,CSC,CC(=O)c1ccccn1,CCCCCC(=O)O,CCCCC/C=C/C=C/C=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,63,CCCCCCCCCCC=O,CC(=O)C=C(C)C,CCCCCC(C)=O,C=CCCCCCCCCC(=O)O,Cc1ccc(OC(=O)C(C)C)cc1,CC(=O)C(C)O,CCC(C)S,SCc1ccco1,Cc1ccc2ncccc2c1,CCOC(=O)CC,CC1CCC(=O)O1,CCCCC/C=C/C=C/C=O,Cc1ccc(O)cc1,COc1ccc(C=O)cc1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC(C)c1ccc(C=O)cc1,CCCO,COC(=O)c1ccccc1,CCOC(=O)C(C)O,c1ccsc1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,64,CCCCCCCCCCC=O,CC(=O)C=C(C)C,CCCCCC(C)=O,C=CCCCCCCCCC(=O)O,Cc1ccc(OC(=O)C(C)C)cc1,CC(=O)C(C)O,CCC(C)S,SCc1ccco1,Cc1ccc2ncccc2c1,CCOC(=O)CC,CC1CCC(=O)O1,CCCCC/C=C/C=C/C=O,Cc1ccc(O)cc1,COc1ccc(C=O)cc1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC(C)c1ccc(C=O)cc1,CCCO,COC(=O)c1ccccc1,CCOC(=O)C(C)O,CCCC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,65,COC(OC)C(C)c1ccccc1,COc1ccccc1O,CCCCCCO,OCCc1ccccc1,C1CCSC1,O=C/C=C/c1ccccc1,CC(C)(O)CCc1ccccc1,CCCCCCCC(C)O,Cc1ccc(OC(=O)C(C)C)cc1,CC(=O)C=C(C)C,C=CC(O)CC,CC(=O)c1ccccn1,CCCC(O)CC,CCCC(=O)O,CCCC(=O)OC(C)(C)Cc1ccccc1,c1ccc2[nH]ccc2c1,C=CCCCCCCCCC(=O)O,CC(=O)OCCc1ccccc1,CC(C)CC=O,Cc1ccc(C(C)C)cc1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCC(=O)OCC,CC1=CC(=O)CC(C)(C)C1,CC(C)=CCC/C(C)=C/CO,CSC,CCCC(=O)OC,O=Cc1ccccc1,Cc1ccccc1C=O,CCOC(=O)CCC(=O)OCC,CCCCCCCCCOC(C)=O,,,,,,,,,,,,,
Bushdid,66,COC(OC)C(C)c1ccccc1,COc1ccccc1O,CCCCCCO,OCCc1ccccc1,C1CCSC1,O=C/C=C/c1ccccc1,CC(C)(O)CCc1ccccc1,CCCCCCCC(C)O,Cc1ccc(OC(=O)C(C)C)cc1,CC(=O)C=C(C)C,CCCCOC(C)=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,OC1CCCCC1,CCCC=O,C#Cc1ccccc1,CCc1cnccn1,CCOC=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(=O)SC,CC(C)c1ccc(C=O)cc1,CC(=O)O,CCCCNCCCC,CCCCCOC(C)=O,CC(C)=O,CN(C)C,CSCSC,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCC(=O)OCC,CCCCCCCC=O,c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,
Bushdid,67,C=C[C@](C)(O)CCC=C(C)C,Cc1nccnc1C,Cc1ccc(O)cc1,O=C(O)Cc1ccccc1,Cc1ccccc1,CCOC(=O)CCC(=O)OCC,CC(C)CC=O,COC(=O)c1ccccc1O,CC(=O)C=C(C)C,CCCCCCOC(=O)CCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,68,C=C[C@](C)(O)CCC=C(C)C,Cc1nccnc1C,Cc1ccc(O)cc1,O=C(O)Cc1ccccc1,Cc1ccccc1,CCOC(=O)CCC(=O)OCC,CC(C)CC=O,COC(=O)c1ccccc1O,CC(=O)C=C(C)C,CC(C)(O)CCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,69,CC(=O)C(=O)O,CCCCC(=O)OCC,Cc1ccccc1,CCCCSCCCC,C=CC(O)CC,C=CCc1ccc(O)c(OC)c1,CC(C)(O)CCc1ccccc1,CCCCCCCCCC(=O)O,CC(CC=O)CCCC(C)(C)O,CCOC(=O)CC,CCCCCCCCCOC(C)=O,OCCc1ccccc1,O=Cc1ccccc1,CCCC(=O)O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCCO,SCc1ccco1,CN(C)C,CSC,CCCCCCCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,70,CC(=O)C(=O)O,CCCCC(=O)OCC,Cc1ccccc1,CCCCSCCCC,C=CC(O)CC,C=CCc1ccc(O)c(OC)c1,CC(C)(O)CCc1ccccc1,CCCCCCCCCC(=O)O,CC(CC=O)CCCC(C)(C)O,CCOC(=O)CC,CCCCCCCCCOC(C)=O,OCCc1ccccc1,O=Cc1ccccc1,CCCC(=O)O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCCCOC(=O)CCC,CCOC(=O)CCC(=O)OCC,CCCC(=O)CC,CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,71,CCCCCOC(=O)CCC,CC/C=C1\OC(=O)c2ccccc21,COc1ccccc1,CC(=O)OCCC(C)C,COc1ccc(C)cc1,COC(=O)c1ccccc1O,C#Cc1ccccc1,COC(=O)c1ccccc1N,CC1=CCC2CC1C2(C)C,CC(C)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,72,CCCCNCCCC,CCCCOC(C)=O,CCCC(C)O,Cc1ccc(OC(=O)C(C)C)cc1,CC(=O)O,Cc1nccnc1C,CCCCCCCC(=O)OCC,Cc1ccccc1,Cc1ccc(O)cc1,CCOC(=O)CCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,73,COc1ccccc1O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,c1ccc(Oc2ccccc2)cc1,CCOC(=O)C1OC1(C)c1ccccc1,COC(=O)c1ccccc1,CCCC(=O)O,CCCCCOC(C)=O,CCCS,COC(OC)C(C)c1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,74,CCCCCCCCCCC=O,CCCCCCCC1CCC(=O)O1,CCCC(C)O,CC(=O)C=C(C)C,CC(C)c1ccc(C=O)cc1,CCCCCCCCCOC(C)=O,C=C[C@](C)(O)CCC=C(C)C,CCCCCC1CCC(=O)O1,CCCCCC=O,CCCCC/C=C/C=C/C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
